Freq,Word
80,აი
52,ეს
42,კი
33,არა
29,მანქანა
27,აქ
24,არის
23,მე
20,მიდი
19,არ
18,რატომ
13,რა
11,მოვიდა
9,ამ
9,ახლა
9,ესეც
9,ხო
8,მოდის
8,შენ
7,ჩემი
6,ახლავე
6,აჰა
6,და
6,ვარ
6,ვითომ-ვითომ
6,ითამაშე
6,იყო
6,მეც
5,აბა
5,ამით
5,ამის
5,ასე
5,კანი
5,მანქანები
5,მაქვს
5,მიდიან
5,მოვედი
5,რიგი
5,ხარ
4,აღარ
4,აძვერი
4,ბევრი
4,გინდა
4,ერთი
4,ესა
4,ვითომ
4,იქით
4,კიდევ
4,მოვდივარ
4,ორი
4,სად
4,სულ
4,ჩემია
4,წამოდი
3,ამიყვანე
3,აქა
3,გადაჰყავს
3,გემი
3,დავიმაგრე
3,ესე
3,ექიმი
3,ვერ
3,ის
3,იქ
3,კომპასი
3,ლომი
3,მამიკო
3,მთაზე
3,მიდის
3,მინიონი
3,მოდი
3,რაღაცები
3,უნდა
3,ყველას
3,შეჭამე
3,წავიდეთ
3,წინ
3,ხმელეთზე
3,ჰო
2,ამოვიღე
2,ამოვიყვან
2,აქაც
2,აქეთ
2,გადავაგდე
2,გამიგია
2,გატეხილი
2,გაუკეთე
2,გაფუჭდა
2,გაჭმევ
2,გტკივათ
2,გქონდეს
2,ესენი
2,ექიმის
2,თავისი
2,თეფში
2,იაია
2,იქნება
2,იყოს
2,კარგად
2,ლომს
2,მანქანას
2,მანქანების
2,მარტორქა
2,მაჩვენე
2,მა
2,მიჰყავს
2,მოვა
2,ნელა
2,ნწ
2,პატარა
2,რატომაა
2,სტაფილო
2,უკვე
2,შავი
2,შეაერთე
2,შევაერთოთ
2,შენი
2,შეჭამ
2,შიგნით
2,ცეცხლია
2,ცოტა
2,წადი
2,წავალ
2,წავედით
2,წავიდა
2,წავიდე
2,წამალი
2,წამისვი
2,წამოდით
2,წამოვიდეს
2,ხიჭვი
2,ჯერ
2,ჯუჯა
1,ავა
1,ავიდა
1,აიყვანა
1,აიყვანე
1,ამან
1,ამასაც
1,ამას
1,ამაში
1,ამითი
1,ამისი
1,ამიწი
1,ამოიყვანა
1,ასეც
1,აუცილებელია
1,აქედან
1,აძვრა
1,აჰათ
1,ა
1,ბოხი
1,გააღვიძო
1,გაგატარებთ
1,გაგატარებს
1,გაგიკეთო
1,გადაალაგა
1,გადავდოთ
1,გადარჩა
1,გადასვა
1,გადაუარა
1,გადაყალება
1,გადაწია
1,გადმვიდა
1,გადმოალაგე
1,გადმოვა
1,გადმოვიდა
1,გავივლი
1,გავტყიპე
1,გავუკეთო
1,გავფუჭდი
1,გავჩერდით
1,გაიქცა
1,გალია
1,გამიშვი
1,გამოვიდა
1,გამოვიდნენ
1,გამორთული
1,გამოწია
1,გაუცხელდა
1,გაქვს
1,გაჩერდა
1,გაჩერება
1,გაჩერების
1,გემები
1,გემზე
1,გემით
1,გემს
1,გეშინია
1,გვინდა
1,გვჭირდება
1,გთხოვ
1,გიმკურნალებ
1,გინდათ
1,გიჭამია
1,გშია
1,დააპიპინოს
1,დაგვჭირდება
1,დაგიცდა
1,დადიხართ
1,დავალაგე
1,დაისვარა
1,დაიწვი
1,დამარტყი
1,დამჯდარი
1,დარჩა
1,დატენეთ
1,დაქოქა
1,დედა
1,დევის
1,დიდების
1,დიდი
1,ეგ
1,ეკლებში
1,ერთად
1,ერთიც
1,ვაკეთებ
1,ვაყენებ
1,ვეფხვი
1,ვეფხვმა
1,ვზივარ
1,ვიღაცებს
1,ვიყავი
1,ვიყო
1,ვნახოთ
1,ვუგზავნი
1,ზევით
1,ზღვაშია
1,ზღვაში
1,ზღვა
1,თან
1,თვითონ
1,იდგეს
1,იმასთან
1,იმიტომ
1,ისე
1,იქცევა
1,იყავი
1,იჭმევა
1,იხრჩობა
1,კარგი
1,კარი
1,კატლეტი
1,კვერცხი
1,კია
1,კიდე
1,კომპასია
1,ლომია
1,მამა
1,მანდ
1,მანქანაა
1,მანქანებს
1,მანქანის
1,მართლა
1,მარტო
1,მეორე
1,მერე
1,მეტი
1,მეძინება
1,მივდივარ
1,მიძვრები
1,მიძვრებოდი
1,მიწიე
1,მოაყენა
1,მოდიან
1,მოდით
1,მოეხმარე
1,მოვედით
1,მოვიტან
1,მოვიხსენი
1,მოვიხსნა
1,მოირბინა
1,მოიტანა
1,მოიცადე
1,მოსძვრა
1,მოხვედი
1,მტკივა
1,მტქივა
1,მქონდეს
1,ნამდვილი
1,ნორმალური
1,ოთახში
1,პაციენტი
1,რას
1,რიგიც
1,საათია
1,საათი
1,სამსახური
1,სამსახურში
1,საჭმელი
1,სიმინდი
1,სცივათ
1,სძინავთ
1,სხვაგან
1,სხვა
1,უკან
1,უფრო
1,ფანჯრიდან
1,ფეხზე
1,ფიფქია
1,ქვაბით
1,ქვაბი
1,ღვიძავთ
1,შედის
1,შევწვი
1,შემთხვევით
1,შემოვიდეს
1,შესცივდათ
1,შესცივდება
1,შვილი
1,ჩავარდი
1,ჩავდე
1,ჩავიდა
1,ჩამოვარდება
1,ჩამოვარდი
1,ჩართე
1,ჩაქუჩი
1,ჩახტა
1,ჩემთან
1,ცხოველები
1,ცხოველებო
1,ძალიან
1,წავიდეს
1,წავისვი
1,წაიქცევა
1,წამი
1,წამოვიდეთ
1,წამოვიდნენ
1,წერილებს
1,წესია
1,წითელია
1,ხელოსანი
1,ხე
1,ჯამია
1,ჯარისკაცის
1,ჯილდას
1,ჯუჯაც
